ID,YN_SEEN_STARWARS,YN_FAN_STARWARS,YN_SEEN_EPISODE_1,YN_SEEN_EPISODE_2,YN_SEEN_EPISODE_3,YN_SEEN_EPISODE_4,YN_SEEN_EPISODE_5,YN_SEEN_EPISODE_6,VAL_RANK_EPISODE_1,VAL_RANK_EPISODE_2,VAL_RANK_EPISODE_3,VAL_RANK_EPISODE_4,VAL_RANK_EPISODE_5,VAL_RANK_EPISODE_6,CAT_FAVOR_HAN_SOLO,CAT_FAVOR_LUKE,CAT_FAVOR_LEIA,CAT_FAVOR_ANAKIN,CAT_FAVOR_OBI_WAN,CAT_FAVOR_EMPEROR_PALPATINE,CAT_FAVOR_DARTH_VADER,CAT_FAVOR_LANDO,CAT_FAVOR_BOBA_FETT,CAT_FAVOR_C3PO,CAT_FAVOR_R2D2,CAT_FAVOR_JARJAR,CAT_FAVOR_PADME,CAT_FAVOR_YODA,CAT_WHO_SHOT_FIRST,YN_KNOW_EXPANDED_UNIVERSE,YN_FAN_EXPANDED_UNIVERSE,YN_FAN_STAR_TREK,IND_DEMOGRAPHIC_FEMALE,CAT_DEMOGRAPHIC_AGE,CAT_DEMOGRAPHIC_INCOME,CAT_DEMOGRAPHIC_EDUCATION,CAT_DEMOGRAPHIC_LOCATION
3292103680,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,NA,No,0,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3292050153,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,NA,No,0,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3292041365,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,2,1,3,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,0,18-29,"$150,000+",Some college or Associate degree,East South Central
3292033243,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,1,5,3,4,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,Yes,No,0,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3292031637,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5,2,4,3,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,0,18-29,"$25,000 - $49,999",Graduate degree,East South Central
3292008762,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,4,2,1,3,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,Yes,Yes,0,18-29,"$25,000 - $49,999",Some college or Associate degree,East South Central
3291992352,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,3,6,2,1,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,NA,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,NA,Very favorably,Very favorably,Greedo,No,NA,Yes,0,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3291945498,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,2,1,3,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Han,No,NA,Yes,0,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3291940517,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,3,2,1,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,NA,Yes,0,18-29,"$100,000 - $149,999",Bachelor degree,West North Central
3291871486,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,2,4,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,Yes,No,Yes,0,18-29,"$100,000 - $149,999",Graduate degree,South Atlantic
3291778150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,NA,Yes,0,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3291766314,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,2,3,1,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,I don't understand this question,No,NA,No,0,30-44,"$50,000 - $99,999",High school degree,Pacific
3291762799,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,NA,Yes,0,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3291707153,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,NA,No,0,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3291701619,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,2,3,4,1,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,NA,Yes,0,18-29,NA,Bachelor degree,New England
3291696391,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,6,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Yes,No,No,0,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
3291684768,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,No,0,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3291669388,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291661584,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,3,2,1,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,0,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3291658046,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,1,2,3,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,NA,Yes,0,30-44,NA,Graduate degree,South Atlantic
3291654919,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,2,3,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,NA,Yes,0,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3291653882,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
3291650311,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,3,2,1,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,NA,Yes,0,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
3291649780,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA
3291648660,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,NA,NA,West North Central
3291641416,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,4,3,6,5,2,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,NA,Very favorably,Greedo,Yes,No,Yes,0,> 60,"$100,000 - $149,999",Graduate degree,East North Central
3291635934,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$25,000 - $49,999",Some college or Associate degree,New England
3291634205,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,4,6,2,3,1,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,NA,No,0,30-44,"$0 - $24,999",Bachelor degree,Pacific
3291618031,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,3,2,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,NA,No,0,18-29,NA,Bachelor degree,Middle Atlantic
3291603688,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,18-29,"$25,000 - $49,999",NA,West North Central
3291602842,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Yes,No,No,0,30-44,"$50,000 - $99,999",High school degree,Pacific
3291598188,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,3,2,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,Yes,0,> 60,"$50,000 - $99,999",High school degree,South Atlantic
3291588139,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,4,5,2,3,6,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Han,No,NA,Yes,0,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3291570206,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291548852,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,3,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,NA,No,0,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3291529925,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,6,2,1,4,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,NA,No,0,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3291524547,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Greedo,No,NA,No,0,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
3291502449,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,6,5,1,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,Yes,0,> 60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3291497337,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,3,2,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),NA,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,Yes,Yes,0,> 60,"$150,000+",Bachelor degree,South Atlantic
3291482197,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,3,4,6,2,1,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,No,NA,Yes,0,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3291476650,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
3291470613,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3291469991,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291468155,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Greedo,No,NA,Yes,0,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific
3291461574,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,3,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,NA,Yes,0,30-44,NA,Bachelor degree,East North Central
3291455642,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,1,6,NA,Very favorably,Very favorably,NA,Very favorably,NA,Very unfavorably,NA,NA,Very favorably,Very favorably,Very favorably,NA,NA,I don't understand this question,No,NA,No,0,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3291446474,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,2,1,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,0,30-44,"$50,000 - $99,999",High school degree,East North Central
3291446275,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,6,2,4,1,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Han,No,NA,Yes,0,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3291439708,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,4,5,6,2,3,Very favorably,Somewhat favorably,Somewhat favorably,NA,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,Greedo,Yes,No,Yes,1,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3291439404,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,1,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3291437345,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,2,1,3,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,No,NA,No,0,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
3291435787,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,NA,No,1,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3291435056,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291433636,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,2,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,I don't understand this question,No,NA,No,1,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3291431939,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,6,4,1,2,5,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,NA,Yes,1,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3291430239,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3291430193,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3291428174,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,3,6,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),NA,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,NA,No,1,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
